t fidelity1 fidelity2
1.502073987497619889e+01 4.090908381035007202e-01 4.337975894463018123e-01
1.511891464540087959e+01 3.126479745408755617e-01 3.199368303864780216e-01
1.521708941582556029e+01 2.239134677740918233e-01 2.161885716041780647e-01
1.531526418625024100e+01 1.466850583525330098e-01 1.288575239145168250e-01
1.541343895667492170e+01 8.425515332923799727e-02 6.319964143170152260e-02
1.551161372709960418e+01 3.926031372739547526e-02 2.307377740382554956e-02
1.560978849752428488e+01 1.356189373271918241e-02 1.068985515013351484e-02
1.570796326794896558e+01 8.163793960201349773e-03 2.647135663716018023e-02
1.580613803837364628e+01 2.317138598945413241e-02 6.904164974835334811e-02
1.590431280879832698e+01 5.779352567724452966e-02 1.353346725872294487e-01
1.600248757922300769e+01 1.103873157298837365e-01 2.208214444905468865e-01
1.610066234964768839e+01 1.785430308315558157e-01 3.198354615901694009e-01
1.619883712007236909e+01 2.592045110030283817e-01 4.259728967277041645e-01
1.629701189049705334e+01 3.488184850073481891e-01 5.325382002821401617e-01
1.639518666092173405e+01 4.435048160330061218e-01 6.330025920782893500e-01
1.649336143134641475e+01 5.392386557238532108e-01 7.214422760880123686e-01
1.659153620177109545e+01 6.320350111352800448e-01 7.929250407562359326e-01
1.668971097219577615e+01 7.181263008409133342e-01 8.438180774073358315e-01
1.678788574262045685e+01 7.941240941379666962e-01 8.719960257349986810e-01
1.688606051304513755e+01 8.571573482610979067e-01 8.769359534394267630e-01
1.698423528346981826e+01 9.049810064216953220e-01 8.596945963087421205e-01
1.708241005389449896e+01 9.360506894688858104e-01 8.227720580421222785e-01
1.718058482431917966e+01 9.495612796930752442e-01 7.698746142639367740e-01
1.727875959474386036e+01 9.454493178819002308e-01 7.055966401390383336e-01
1.737693436516854462e+01 9.243611727936015265e-01 6.350474324901860257e-01
1.747510913559322532e+01 8.875907622175820411e-01 5.634524032644043778e-01
1.757328390601790602e+01 8.369920910629126132e-01 4.957595219792123586e-01
1.767145867644258672e+01 7.748729352882813837e-01 4.362809013311280126e-01
1.776963344686726742e+01 7.038765850074634178e-01 3.883961577007457588e-01
1.786780821729194813e+01 6.268586471400831028e-01 3.543389158141629358e-01
1.796598298771662883e+01 5.467655173577993244e-01 3.350809932827369941e-01
1.806415775814130953e+01 4.665203191163364571e-01 3.303209402793405580e-01
1.816233252856599023e+01 3.889209620832648207e-01 3.385753385541011573e-01
1.826050729899067093e+01 3.165536049726834777e-01 3.573632231647216884e-01
1.835868206941535519e+01 2.517233446171331379e-01 3.834667962171278144e-01
1.845685683984003589e+01 1.964025233224522826e-01 4.132458005840366488e-01
1.855503161026471659e+01 1.521957715772964403e-01 4.429789481472717338e-01
1.865320638068939729e+01 1.203198860213993832e-01 4.692039442795528092e-01
1.875138115111407799e+01 1.015959588269231412e-01 4.890280474721056536e-01
1.884955592153875870e+01 9.645086598630153718e-02 5.003837077717635529e-01
1.894773069196343940e+01 1.049252926290887566e-01 5.022084296811339943e-01
1.904590546238812010e+01 1.266858900117152076e-01 4.945342424171749740e-01
1.914408023281280080e+01 1.610398535743487181e-01 4.784795465404294013e-01
1.924225500323748150e+01 2.069510890638941170e-01 4.561440665092505453e-01
1.934042977366216221e+01 2.630580803249470967e-01 4.304155540015963677e-01
1.943860454408684646e+01 3.276944667211166839e-01 4.047041383412737781e-01
1.953677931451152716e+01 3.989140636152578301e-01 3.826262372900772757e-01
1.963495408493620786e+01 4.745225155844073339e-01 3.676642443592406662e-01
1.973312885536088856e+01 5.521178854760108168e-01 3.628304467881439122e-01
1.983130362578556927e+01 6.291422142049207800e-01 3.703636073571218157e-01
1.992947839621024997e+01 7.029454371776761024e-01 3.914843427829108324e-01
2.002765316663493067e+01 7.708620550742071309e-01 4.262310086973180590e-01
2.012582793705961137e+01 8.302997091770136784e-01 4.733915812615814289e-01
2.022400270748429207e+01 8.788374158989057383e-01 5.305394787932280476e-01
2.032217747790897278e+01 9.143298049403232319e-01 5.941729747637414238e-01
2.042035224833365703e+01 9.350124237848158604e-01 6.599494646273234011e-01
2.051852701875833773e+01 9.396021576932110930e-01 7.229980286504874565e-01
2.061670178918301843e+01 9.273861917286182477e-01 7.782871112664526692e-01
2.071487655960769914e+01 8.982928032240196092e-01 8.210192583209440231e-01
2.081305133003237984e+01 8.529376740695147063e-01 8.470221296981046422e-01
2.091122610045706054e+01 7.926403613061238085e-01 8.531046828002404325e-01
2.100940087088174124e+01 7.194070228150112323e-01 8.373495602579986707e-01
2.110757564130642194e+01 6.358773772462938956e-01 7.993171752510880301e-01
2.120575041173110264e+01 5.452360584562577772e-01 7.401434447998417321e-01
2.130392518215578335e+01 4.510908489498899332e-01 6.625210869732698349e-01
2.140209995258046405e+01 3.573225707368498649e-01 5.705632583326121221e-01
2.150027472300514830e+01 2.679134988060010714e-01 4.695573723859317594e-01
2.159844949342982900e+01 1.867628767577270421e-01 3.656254961267005887e-01
2.169662426385450971e+01 1.174993160519251234e-01 2.653150936143965355e-01
2.179479903427919041e+01 6.330044709202642395e-02 1.751494876158708469e-01
2.189297380470387111e+01 2.673010507920582299e-02 1.011707955161712524e-01
2.199114857512855181e+01 9.602569910895022640e-03 4.850899151217142463e-02
2.208932334555323251e+01 1.288198202695615448e-02 2.100907730891525549e-02
2.218749811597791322e+01 3.662311683336068324e-02 2.094423383104885780e-02
2.228567288640259392e+01 7.995735041630723516e-02 4.883659348664032979e-02
2.238384765682727462e+01 1.411250486268165183e-01 1.033993974948998751e-01
2.248202242725195532e+01 2.175529360115247002e-01 1.816053920494831997e-01
2.258019719767663958e+01 3.059724283054433003e-01 2.788770530492978295e-01
2.267837196810132028e+01 4.025726087467697556e-01 3.893853158666643610e-01
2.277654673852600098e+01 5.031796374477878198e-01 5.064355946578242840e-01
2.287472150895068168e+01 6.034530146654378813e-01 6.229135904913044586e-01
2.297289627937536238e+01 6.990883438334528632e-01 7.317591656622096652e-01
2.307107104980004308e+01 7.860160869011723062e-01 8.264346979626815415e-01
2.316924582022472379e+01 8.605862589859120115e-01 9.013549373073797000e-01
2.326742059064940449e+01 9.197300190980790546e-01 9.522483956958356366e-01
2.336559536107408519e+01 9.610905938163564199e-01 9.764254607100478767e-01
2.346377013149876589e+01 9.831178119607051347e-01 9.729353284051985851e-01
2.356194490192344659e+01 9.851226059331320561e-01 9.426019775565178671e-01
2.366011967234813085e+01 9.672900188985814607e-01 8.879381470521902076e-01
2.375829444277281155e+01 9.306514185896870295e-01 8.129449901064274009e-01
2.385646921319749225e+01 8.770186408829024893e-01 7.228131333259941727e-01
2.395464398362217295e+01 8.088845685027663546e-01 6.235476928855968604e-01
2.405281875404685366e+01 7.292961120492187366e-01 5.215449182249123350e-01
2.415099352447153436e+01 6.417066449132222683e-01 4.231511985242172869e-01
2.424916829489621506e+01 5.498156173389386892e-01 3.342359826170095971e-01
2.434734306532089576e+01 4.574033279539312380e-01 2.598086954133423387e-01
2.444551783574557646e+01 3.681686751280257575e-01 2.037061128752759853e-01
2.454369260617025716e+01 2.855771762634495836e-01 1.683711647365285502e-01
