t fidelity9 fidelity25
3.039490892348124529e+00 9.087314111782367199e-02 2.386557234849931430e-01
3.047344873982099411e+00 7.779180244273943556e-02 2.060518513413265029e-01
3.055198855616073850e+00 6.564869762606394266e-02 1.752613698359555272e-01
3.063052837250048288e+00 5.447061177329143300e-02 1.464743242162037107e-01
3.070906818884022726e+00 4.428202096024241169e-02 1.198679062746620949e-01
3.078760800517997165e+00 3.510499302328278642e-02 9.560519029920795664e-02
3.086614782151971603e+00 2.695915768099156271e-02 7.383712002337422531e-02
3.094468763785946042e+00 1.986358131691790332e-02 5.469902878771790850e-02
3.102322745419920924e+00 1.383460900465561388e-02 3.830818164829590672e-02
3.110176727053894918e+00 8.885417957409094333e-03 2.476350663844181788e-02
3.118030708687869801e+00 5.026602055713833526e-03 1.414662370276109117e-02
3.125884690321843795e+00 2.266104271151234834e-03 6.526275336461062788e-03
3.133738671955818678e+00 6.103402169301996210e-04 1.948455784820105584e-03
3.141592653589793116e+00 6.348796699365037916e-05 4.400611590230751446e-04
